data_id,node_id,kwh,location,timestamp,hour,day_of_week,month,pattern_type,anomaly
data_00001647,node_000009,0.44,"lat:41.7809,lon:-87.6316",1755234028,1,4,8,residential,False
data_00001648,node_000009,0.443,"lat:41.7809,lon:-87.6316",1755237628,2,4,8,residential,False
data_00001649,node_000009,0.549,"lat:41.7809,lon:-87.6316",1755241228,3,4,8,residential,False
data_00001650,node_000009,0.487,"lat:41.7809,lon:-87.6316",1755244828,4,4,8,residential,False
data_00001651,node_000009,0.382,"lat:41.7809,lon:-87.6316",1755248428,5,4,8,residential,False
data_00001652,node_000009,0.452,"lat:41.7809,lon:-87.6316",1755252028,6,4,8,residential,False
data_00001653,node_000009,0.462,"lat:41.7809,lon:-87.6316",1755255628,7,4,8,residential,False
data_00001654,node_000009,0.437,"lat:41.7809,lon:-87.6316",1755259228,8,4,8,residential,False
data_00001655,node_000009,0.425,"lat:41.7809,lon:-87.6316",1755262828,9,4,8,residential,False
data_00001656,node_000009,0.449,"lat:41.7809,lon:-87.6316",1755266428,10,4,8,residential,False
data_00001657,node_000009,0.406,"lat:41.7809,lon:-87.6316",1755270028,11,4,8,residential,False
data_00001658,node_000009,0.442,"lat:41.7809,lon:-87.6316",1755273628,12,4,8,residential,False
data_00001659,node_000009,0.455,"lat:41.7809,lon:-87.6316",1755277228,13,4,8,residential,False
data_00001660,node_000009,0.38,"lat:41.7809,lon:-87.6316",1755280828,14,4,8,residential,False
data_00001661,node_000009,0.425,"lat:41.7809,lon:-87.6316",1755284428,15,4,8,residential,False
data_00001662,node_000009,0.397,"lat:41.7809,lon:-87.6316",1755288028,16,4,8,residential,False
data_00001663,node_000009,0.402,"lat:41.7809,lon:-87.6316",1755291628,17,4,8,residential,False
data_00001664,node_000009,3.446,"lat:41.7809,lon:-87.6316",1755295228,18,4,8,residential,False
data_00001665,node_000009,3.029,"lat:41.7809,lon:-87.6316",1755298828,19,4,8,residential,False
data_00001666,node_000009,3.011,"lat:41.7809,lon:-87.6316",1755302428,20,4,8,residential,False
data_00001667,node_000009,3.149,"lat:41.7809,lon:-87.6316",1755306028,21,4,8,residential,False
data_00001668,node_000009,0.551,"lat:41.7809,lon:-87.6316",1755309628,22,4,8,residential,False
data_00001669,node_000009,0.477,"lat:41.7809,lon:-87.6316",1755313228,23,4,8,residential,False
data_00001670,node_000009,0.497,"lat:41.7809,lon:-87.6316",1755316828,0,5,8,residential,False
data_00001671,node_000009,0.549,"lat:41.7809,lon:-87.6316",1755320428,1,5,8,residential,False
data_00001672,node_000009,0.609,"lat:41.7809,lon:-87.6316",1755324028,2,5,8,residential,False
data_00001673,node_000009,0.554,"lat:41.7809,lon:-87.6316",1755327628,3,5,8,residential,False
data_00001674,node_000009,0.425,"lat:41.7809,lon:-87.6316",1755331228,4,5,8,residential,False
data_00001675,node_000009,0.536,"lat:41.7809,lon:-87.6316",1755334828,5,5,8,residential,False
data_00001676,node_000009,0.463,"lat:41.7809,lon:-87.6316",1755338428,6,5,8,residential,False
data_00001677,node_000009,0.504,"lat:41.7809,lon:-87.6316",1755342028,7,5,8,residential,False
data_00001678,node_000009,0.475,"lat:41.7809,lon:-87.6316",1755345628,8,5,8,residential,False
data_00001679,node_000009,0.52,"lat:41.7809,lon:-87.6316",1755349228,9,5,8,residential,False
data_00001680,node_000010,0.716,"lat:33.8685,lon:-118.2370",1754748028,10,5,8,residential,False
data_00001681,node_000010,0.689,"lat:33.8685,lon:-118.2370",1754751628,11,5,8,residential,False
data_00001682,node_000010,0.632,"lat:33.8685,lon:-118.2370",1754755228,12,5,8,residential,False
data_00001683,node_000010,0.41,"lat:33.8685,lon:-118.2370",1754758828,13,5,8,residential,False
data_00001684,node_000010,0.502,"lat:33.8685,lon:-118.2370",1754762428,14,5,8,residential,False
data_00001685,node_000010,0.453,"lat:33.8685,lon:-118.2370",1754766028,15,5,8,residential,False
data_00001686,node_000010,0.586,"lat:33.8685,lon:-118.2370",1754769628,16,5,8,residential,False
data_00001687,node_000010,0.711,"lat:33.8685,lon:-118.2370",1754773228,17,5,8,residential,False
data_00001688,node_000010,4.874,"lat:33.8685,lon:-118.2370",1754776828,18,5,8,residential,False
data_00001689,node_000010,4.064,"lat:33.8685,lon:-118.2370",1754780428,19,5,8,residential,False
data_00001690,node_000010,0.847,"lat:33.8685,lon:-118.2370",1754784028,20,5,8,residential,True
data_00001691,node_000010,4.529,"lat:33.8685,lon:-118.2370",1754787628,21,5,8,residential,False
data_00001692,node_000010,0.448,"lat:33.8685,lon:-118.2370",1754791228,22,5,8,residential,False
data_00001693,node_000010,0.634,"lat:33.8685,lon:-118.2370",1754794828,23,5,8,residential,False
data_00001694,node_000010,0.666,"lat:33.8685,lon:-118.2370",1754798428,0,6,8,residential,False
data_00001695,node_000010,0.404,"lat:33.8685,lon:-118.2370",1754802028,1,6,8,residential,False
data_00001696,node_000010,0.624,"lat:33.8685,lon:-118.2370",1754805628,2,6,8,residential,False
data_00001697,node_000010,0.733,"lat:33.8685,lon:-118.2370",1754809228,3,6,8,residential,False
data_00001698,node_000010,0.619,"lat:33.8685,lon:-118.2370",1754812828,4,6,8,residential,False
data_00001699,node_000010,0.534,"lat:33.8685,lon:-118.2370",1754816428,5,6,8,residential,False
data_00001700,node_000010,0.596,"lat:33.8685,lon:-118.2370",1754820028,6,6,8,residential,False
data_00001701,node_000010,0.543,"lat:33.8685,lon:-118.2370",1754823628,7,6,8,residential,False
data_00001702,node_000010,0.593,"lat:33.8685,lon:-118.2370",1754827228,8,6,8,residential,False
data_00001703,node_000010,0.659,"lat:33.8685,lon:-118.2370",1754830828,9,6,8,residential,False
data_00001704,node_000010,0.469,"lat:33.8685,lon:-118.2370",1754834428,10,6,8,residential,False
data_00001705,node_000010,0.59,"lat:33.8685,lon:-118.2370",1754838028,11,6,8,residential,False
data_00001706,node_000010,0.667,"lat:33.8685,lon:-118.2370",1754841628,12,6,8,residential,False
data_00001707,node_000010,0.532,"lat:33.8685,lon:-118.2370",1754845228,13,6,8,residential,False
data_00001708,node_000010,0.521,"lat:33.8685,lon:-118.2370",1754848828,14,6,8,residential,False
data_00001709,node_000010,0.608,"lat:33.8685,lon:-118.2370",1754852428,15,6,8,residential,False
data_00001710,node_000010,0.691,"lat:33.8685,lon:-118.2370",1754856028,16,6,8,residential,False
data_00001711,node_000010,0.469,"lat:33.8685,lon:-118.2370",1754859628,17,6,8,residential,False
data_00001712,node_000010,3.85,"lat:33.8685,lon:-118.2370",1754863228,18,6,8,residential,False
data_00001713,node_000010,3.971,"lat:33.8685,lon:-118.2370",1754866828,19,6,8,residential,False
data_00001714,node_000010,5.044,"lat:33.8685,lon:-118.2370",1754870428,20,6,8,residential,False
data_00001715,node_000010,3.818,"lat:33.8685,lon:-118.2370",1754874028,21,6,8,residential,False
data_00001716,node_000010,0.619,"lat:33.8685,lon:-118.2370",1754877628,22,6,8,residential,False
data_00001717,node_000010,0.568,"lat:33.8685,lon:-118.2370",1754881228,23,6,8,residential,False
data_00001718,node_000010,0.59,"lat:33.8685,lon:-118.2370",1754884828,0,0,8,residential,False
data_00001719,node_000010,0.462,"lat:33.8685,lon:-118.2370",1754888428,1,0,8,residential,False
data_00001720,node_000010,0.446,"lat:33.8685,lon:-118.2370",1754892028,2,0,8,residential,False
data_00001721,node_000010,0.479,"lat:33.8685,lon:-118.2370",1754895628,3,0,8,residential,False
data_00001722,node_000010,0.547,"lat:33.8685,lon:-118.2370",1754899228,4,0,8,residential,False
data_00001723,node_000010,0.575,"lat:33.8685,lon:-118.2370",1754902828,5,0,8,residential,False
data_00001724,node_000010,0.609,"lat:33.8685,lon:-118.2370",1754906428,6,0,8,residential,False
data_00001725,node_000010,0.565,"lat:33.8685,lon:-118.2370",1754910028,7,0,8,residential,False
data_00001726,node_000010,0.624,"lat:33.8685,lon:-118.2370",1754913628,8,0,8,residential,False
data_00001727,node_000010,0.62,"lat:33.8685,lon:-118.2370",1754917228,9,0,8,residential,False
data_00001728,node_000010,0.552,"lat:33.8685,lon:-118.2370",1754920828,10,0,8,residential,False
data_00001729,node_000010,0.497,"lat:33.8685,lon:-118.2370",1754924428,11,0,8,residential,False
data_00001730,node_000010,0.435,"lat:33.8685,lon:-118.2370",1754928028,12,0,8,residential,False
data_00001731,node_000010,0.624,"lat:33.8685,lon:-118.2370",1754931628,13,0,8,residential,False
data_00001732,node_000010,0.611,"lat:33.8685,lon:-118.2370",1754935228,14,0,8,residential,False
data_00001733,node_000010,0.621,"lat:33.8685,lon:-118.2370",1754938828,15,0,8,residential,False
data_00001734,node_000010,0.501,"lat:33.8685,lon:-118.2370",1754942428,16,0,8,residential,False
data_00001735,node_000010,0.452,"lat:33.8685,lon:-118.2370",1754946028,17,0,8,residential,False
data_00001736,node_000010,3.45,"lat:33.8685,lon:-118.2370",1754949628,18,0,8,residential,False
data_00001737,node_000010,2.827,"lat:33.8685,lon:-118.2370",1754953228,19,0,8,residential,False
data_00001738,node_000010,3.323,"lat:33.8685,lon:-118.2370",1754956828,20,0,8,residential,False
data_00001739,node_000010,3.052,"lat:33.8685,lon:-118.2370",1754960428,21,0,8,residential,False
data_00001740,node_000010,0.539,"lat:33.8685,lon:-118.2370",1754964028,22,0,8,residential,False
data_00001741,node_000010,0.601,"lat:33.8685,lon:-118.2370",1754967628,23,0,8,residential,False
data_00001742,node_000010,0.513,"lat:33.8685,lon:-118.2370",1754971228,0,1,8,residential,False
data_00001743,node_000010,0.52,"lat:33.8685,lon:-118.2370",1754974828,1,1,8,residential,False
data_00001744,node_000010,0.44,"lat:33.8685,lon:-118.2370",1754978428,2,1,8,residential,False
data_00001745,node_000010,0.449,"lat:33.8685,lon:-118.2370",1754982028,3,1,8,residential,False
data_00001746,node_000010,0.605,"lat:33.8685,lon:-118.2370",1754985628,4,1,8,residential,False
data_00001747,node_000010,0.4,"lat:33.8685,lon:-118.2370",1754989228,5,1,8,residential,False
data_00001748,node_000010,0.488,"lat:33.8685,lon:-118.2370",1754992828,6,1,8,residential,False
data_00001749,node_000010,0.483,"lat:33.8685,lon:-118.2370",1754996428,7,1,8,residential,False
data_00001750,node_000010,0.433,"lat:33.8685,lon:-118.2370",1755000028,8,1,8,residential,False
data_00001751,node_000010,0.547,"lat:33.8685,lon:-118.2370",1755003628,9,1,8,residential,False
data_00001752,node_000010,0.448,"lat:33.8685,lon:-118.2370",1755007228,10,1,8,residential,False
data_00001753,node_000010,0.539,"lat:33.8685,lon:-118.2370",1755010828,11,1,8,residential,False
data_00001754,node_000010,0.578,"lat:33.8685,lon:-118.2370",1755014428,12,1,8,residential,False
data_00001755,node_000010,0.437,"lat:33.8685,lon:-118.2370",1755018028,13,1,8,residential,False
data_00001756,node_000010,0.535,"lat:33.8685,lon:-118.2370",1755021628,14,1,8,residential,False
data_00001757,node_000010,0.488,"lat:33.8685,lon:-118.2370",1755025228,15,1,8,residential,False
data_00001758,node_000010,0.398,"lat:33.8685,lon:-118.2370",1755028828,16,1,8,residential,False
data_00001759,node_000010,0.38,"lat:33.8685,lon:-118.2370",1755032428,17,1,8,residential,False
data_00001760,node_000010,3.212,"lat:33.8685,lon:-118.2370",1755036028,18,1,8,residential,False
data_00001761,node_000010,2.921,"lat:33.8685,lon:-118.2370",1755039628,19,1,8,residential,False
data_00001762,node_000010,2.622,"lat:33.8685,lon:-118.2370",1755043228,20,1,8,residential,False
data_00001763,node_000010,3.296,"lat:33.8685,lon:-118.2370",1755046828,21,1,8,residential,False
data_00001764,node_000010,0.502,"lat:33.8685,lon:-118.2370",1755050428,22,1,8,residential,False
data_00001765,node_000010,0.385,"lat:33.8685,lon:-118.2370",1755054028,23,1,8,residential,False
data_00001766,node_000010,0.388,"lat:33.8685,lon:-118.2370",1755057628,0,2,8,residential,False
data_00001767,node_000010,0.551,"lat:33.8685,lon:-118.2370",1755061228,1,2,8,residential,False
data_00001768,node_000010,0.555,"lat:33.8685,lon:-118.2370",1755064828,2,2,8,residential,False
data_00001769,node_000010,0.51,"lat:33.8685,lon:-118.2370",1755068428,3,2,8,residential,False
data_00001770,node_000010,0.376,"lat:33.8685,lon:-118.2370",1755072028,4,2,8,residential,False
data_00001771,node_000010,0.501,"lat:33.8685,lon:-118.2370",1755075628,5,2,8,residential,False
data_00001772,node_000010,0.544,"lat:33.8685,lon:-118.2370",1755079228,6,2,8,residential,False
data_00001773,node_000010,0.39,"lat:33.8685,lon:-118.2370",1755082828,7,2,8,residential,False
data_00001774,node_000010,0.497,"lat:33.8685,lon:-118.2370",1755086428,8,2,8,residential,False
data_00001775,node_000010,0.593,"lat:33.8685,lon:-118.2370",1755090028,9,2,8,residential,False
data_00001776,node_000010,0.56,"lat:33.8685,lon:-118.2370",1755093628,10,2,8,residential,False
data_00001777,node_000010,0.556,"lat:33.8685,lon:-118.2370",1755097228,11,2,8,residential,False
data_00001778,node_000010,0.405,"lat:33.8685,lon:-118.2370",1755100828,12,2,8,residential,False
data_00001779,node_000010,0.543,"lat:33.8685,lon:-118.2370",1755104428,13,2,8,residential,False
data_00001780,node_000010,0.485,"lat:33.8685,lon:-118.2370",1755108028,14,2,8,residential,False
data_00001781,node_000010,0.41,"lat:33.8685,lon:-118.2370",1755111628,15,2,8,residential,False
data_00001782,node_000010,0.495,"lat:33.8685,lon:-118.2370",1755115228,16,2,8,residential,False
data_00001783,node_000010,0.492,"lat:33.8685,lon:-118.2370",1755118828,17,2,8,residential,False
data_00001784,node_000010,3.628,"lat:33.8685,lon:-118.2370",1755122428,18,2,8,residential,False
data_00001785,node_000010,3.612,"lat:33.8685,lon:-118.2370",1755126028,19,2,8,residential,False
data_00001786,node_000010,3.341,"lat:33.8685,lon:-118.2370",1755129628,20,2,8,residential,False
data_00001787,node_000010,3.864,"lat:33.8685,lon:-118.2370",1755133228,21,2,8,residential,False
data_00001788,node_000010,0.673,"lat:33.8685,lon:-118.2370",1755136828,22,2,8,residential,False
data_00001789,node_000010,0.567,"lat:33.8685,lon:-118.2370",1755140428,23,2,8,residential,False
data_00001790,node_000010,0.374,"lat:33.8685,lon:-118.2370",1755144028,0,3,8,residential,False
data_00001791,node_000010,0.502,"lat:33.8685,lon:-118.2370",1755147628,1,3,8,residential,False
data_00001792,node_000010,0.373,"lat:33.8685,lon:-118.2370",1755151228,2,3,8,residential,False
data_00001793,node_000010,0.547,"lat:33.8685,lon:-118.2370",1755154828,3,3,8,residential,False
data_00001794,node_000010,0.554,"lat:33.8685,lon:-118.2370",1755158428,4,3,8,residential,False
data_00001795,node_000010,0.512,"lat:33.8685,lon:-118.2370",1755162028,5,3,8,residential,False
data_00001796,node_000010,0.483,"lat:33.8685,lon:-118.2370",1755165628,6,3,8,residential,False
data_00001797,node_000010,0.42,"lat:33.8685,lon:-118.2370",1755169228,7,3,8,residential,False
data_00001798,node_000010,0.482,"lat:33.8685,lon:-118.2370",1755172828,8,3,8,residential,False
data_00001799,node_000010,1.693,"lat:33.8685,lon:-118.2370",1755176428,9,3,8,residential,True
data_00001800,node_000010,0.434,"lat:33.8685,lon:-118.2370",1755180028,10,3,8,residential,False
data_00001801,node_000010,0.542,"lat:33.8685,lon:-118.2370",1755183628,11,3,8,residential,False
data_00001802,node_000010,0.449,"lat:33.8685,lon:-118.2370",1755187228,12,3,8,residential,False
data_00001803,node_000010,0.391,"lat:33.8685,lon:-118.2370",1755190828,13,3,8,residential,False
data_00001804,node_000010,0.481,"lat:33.8685,lon:-118.2370",1755194428,14,3,8,residential,False
data_00001805,node_000010,0.48,"lat:33.8685,lon:-118.2370",1755198028,15,3,8,residential,False
data_00001806,node_000010,0.573,"lat:33.8685,lon:-118.2370",1755201628,16,3,8,residential,False
data_00001807,node_000010,0.524,"lat:33.8685,lon:-118.2370",1755205228,17,3,8,residential,False
data_00001808,node_000010,2.734,"lat:33.8685,lon:-118.2370",1755208828,18,3,8,residential,False
data_00001809,node_000010,2.599,"lat:33.8685,lon:-118.2370",1755212428,19,3,8,residential,False
data_00001810,node_000010,4.306,"lat:33.8685,lon:-118.2370",1755216028,20,3,8,residential,False
data_00001811,node_000010,2.944,"lat:33.8685,lon:-118.2370",1755219628,21,3,8,residential,False
data_00001812,node_000010,0.51,"lat:33.8685,lon:-118.2370",1755223228,22,3,8,residential,False
data_00001813,node_000010,0.345,"lat:33.8685,lon:-118.2370",1755226828,23,3,8,residential,False
data_00001814,node_000010,0.388,"lat:33.8685,lon:-118.2370",1755230428,0,4,8,residential,False
data_00001815,node_000010,0.459,"lat:33.8685,lon:-118.2370",1755234028,1,4,8,residential,False
data_00001816,node_000010,0.534,"lat:33.8685,lon:-118.2370",1755237628,2,4,8,residential,False
data_00001817,node_000010,0.51,"lat:33.8685,lon:-118.2370",1755241228,3,4,8,residential,False
data_00001818,node_000010,0.485,"lat:33.8685,lon:-118.2370",1755244828,4,4,8,residential,False
data_00001819,node_000010,0.537,"lat:33.8685,lon:-118.2370",1755248428,5,4,8,residential,False
data_00001820,node_000010,0.512,"lat:33.8685,lon:-118.2370",1755252028,6,4,8,residential,False
data_00001821,node_000010,0.537,"lat:33.8685,lon:-118.2370",1755255628,7,4,8,residential,False
data_00001822,node_000010,0.496,"lat:33.8685,lon:-118.2370",1755259228,8,4,8,residential,False
data_00001823,node_000010,0.521,"lat:33.8685,lon:-118.2370",1755262828,9,4,8,residential,False
data_00001824,node_000010,0.576,"lat:33.8685,lon:-118.2370",1755266428,10,4,8,residential,False
data_00001825,node_000010,0.405,"lat:33.8685,lon:-118.2370",1755270028,11,4,8,residential,False
data_00001826,node_000010,0.492,"lat:33.8685,lon:-118.2370",1755273628,12,4,8,residential,False
data_00001827,node_000010,0.473,"lat:33.8685,lon:-118.2370",1755277228,13,4,8,residential,False
data_00001828,node_000010,0.436,"lat:33.8685,lon:-118.2370",1755280828,14,4,8,residential,False
data_00001829,node_000010,0.596,"lat:33.8685,lon:-118.2370",1755284428,15,4,8,residential,False
data_00001830,node_000010,0.462,"lat:33.8685,lon:-118.2370",1755288028,16,4,8,residential,False
data_00001831,node_000010,0.563,"lat:33.8685,lon:-118.2370",1755291628,17,4,8,residential,False
data_00001832,node_000010,2.921,"lat:33.8685,lon:-118.2370",1755295228,18,4,8,residential,False
data_00001833,node_000010,3.405,"lat:33.8685,lon:-118.2370",1755298828,19,4,8,residential,False
data_00001834,node_000010,2.387,"lat:33.8685,lon:-118.2370",1755302428,20,4,8,residential,False
data_00001835,node_000010,3.114,"lat:33.8685,lon:-118.2370",1755306028,21,4,8,residential,False
data_00001836,node_000010,0.446,"lat:33.8685,lon:-118.2370",1755309628,22,4,8,residential,False
data_00001837,node_000010,0.542,"lat:33.8685,lon:-118.2370",1755313228,23,4,8,residential,False
data_00001838,node_000010,0.589,"lat:33.8685,lon:-118.2370",1755316828,0,5,8,residential,False
data_00001839,node_000010,0.64,"lat:33.8685,lon:-118.2370",1755320428,1,5,8,residential,False
data_00001840,node_000010,0.413,"lat:33.8685,lon:-118.2370",1755324028,2,5,8,residential,False
data_00001841,node_000010,0.772,"lat:33.8685,lon:-118.2370",1755327628,3,5,8,residential,False
data_00001842,node_000010,0.523,"lat:33.8685,lon:-118.2370",1755331228,4,5,8,residential,False
data_00001843,node_000010,0.652,"lat:33.8685,lon:-118.2370",1755334828,5,5,8,residential,False
data_00001844,node_000010,0.618,"lat:33.8685,lon:-118.2370",1755338428,6,5,8,residential,False
data_00001845,node_000010,0.586,"lat:33.8685,lon:-118.2370",1755342028,7,5,8,residential,False
data_00001846,node_000010,0.584,"lat:33.8685,lon:-118.2370",1755345628,8,5,8,residential,False
data_00001847,node_000010,0.406,"lat:33.8685,lon:-118.2370",1755349228,9,5,8,residential,False
data_00001848,node_000011,0.548,"lat:40.5841,lon:-74.1805",1754748028,10,5,8,residential,False
data_00001849,node_000011,0.523,"lat:40.5841,lon:-74.1805",1754751628,11,5,8,residential,False
data_00001850,node_000011,0.501,"lat:40.5841,lon:-74.1805",1754755228,12,5,8,residential,False
data_00001851,node_000011,0.486,"lat:40.5841,lon:-74.1805",1754758828,13,5,8,residential,False
data_00001852,node_000011,0.584,"lat:40.5841,lon:-74.1805",1754762428,14,5,8,residential,False
data_00001853,node_000011,0.67,"lat:40.5841,lon:-74.1805",1754766028,15,5,8,residential,False
data_00001854,node_000011,0.599,"lat:40.5841,lon:-74.1805",1754769628,16,5,8,residential,False
data_00001855,node_000011,0.73,"lat:40.5841,lon:-74.1805",1754773228,17,5,8,residential,False
data_00001856,node_000011,3.269,"lat:40.5841,lon:-74.1805",1754776828,18,5,8,residential,False
data_00001857,node_000011,3.909,"lat:40.5841,lon:-74.1805",1754780428,19,5,8,residential,False
data_00001858,node_000011,2.969,"lat:40.5841,lon:-74.1805",1754784028,20,5,8,residential,False
data_00001859,node_000011,3.78,"lat:40.5841,lon:-74.1805",1754787628,21,5,8,residential,False
data_00001860,node_000011,0.55,"lat:40.5841,lon:-74.1805",1754791228,22,5,8,residential,False
data_00001861,node_000011,0.468,"lat:40.5841,lon:-74.1805",1754794828,23,5,8,residential,False
data_00001862,node_000011,0.629,"lat:40.5841,lon:-74.1805",1754798428,0,6,8,residential,False
data_00001863,node_000011,0.496,"lat:40.5841,lon:-74.1805",1754802028,1,6,8,residential,False
data_00001864,node_000011,0.579,"lat:40.5841,lon:-74.1805",1754805628,2,6,8,residential,False
data_00001865,node_000011,0.45,"lat:40.5841,lon:-74.1805",1754809228,3,6,8,residential,False
data_00001866,node_000011,0.467,"lat:40.5841,lon:-74.1805",1754812828,4,6,8,residential,False
data_00001867,node_000011,0.501,"lat:40.5841,lon:-74.1805",1754816428,5,6,8,residential,False
data_00001868,node_000011,0.433,"lat:40.5841,lon:-74.1805",1754820028,6,6,8,residential,False
data_00001869,node_000011,0.396,"lat:40.5841,lon:-74.1805",1754823628,7,6,8,residential,False
data_00001870,node_000011,0.523,"lat:40.5841,lon:-74.1805",1754827228,8,6,8,residential,False
data_00001871,node_000011,0.56,"lat:40.5841,lon:-74.1805",1754830828,9,6,8,residential,False
data_00001872,node_000011,0.609,"lat:40.5841,lon:-74.1805",1754834428,10,6,8,residential,False
data_00001873,node_000011,0.431,"lat:40.5841,lon:-74.1805",1754838028,11,6,8,residential,False
data_00001874,node_000011,0.699,"lat:40.5841,lon:-74.1805",1754841628,12,6,8,residential,False
data_00001875,node_000011,0.485,"lat:40.5841,lon:-74.1805",1754845228,13,6,8,residential,False
data_00001876,node_000011,0.691,"lat:40.5841,lon:-74.1805",1754848828,14,6,8,residential,False
data_00001877,node_000011,1.469,"lat:40.5841,lon:-74.1805",1754852428,15,6,8,residential,True
data_00001878,node_000011,0.543,"lat:40.5841,lon:-74.1805",1754856028,16,6,8,residential,False
data_00001879,node_000011,0.526,"lat:40.5841,lon:-74.1805",1754859628,17,6,8,residential,False
data_00001880,node_000011,4.531,"lat:40.5841,lon:-74.1805",1754863228,18,6,8,residential,False
data_00001881,node_000011,4.544,"lat:40.5841,lon:-74.1805",1754866828,19,6,8,residential,False
data_00001882,node_000011,3.448,"lat:40.5841,lon:-74.1805",1754870428,20,6,8,residential,False
data_00001883,node_000011,5.038,"lat:40.5841,lon:-74.1805",1754874028,21,6,8,residential,False
data_00001884,node_000011,0.649,"lat:40.5841,lon:-74.1805",1754877628,22,6,8,residential,False
data_00001885,node_000011,0.5,"lat:40.5841,lon:-74.1805",1754881228,23,6,8,residential,False
data_00001886,node_000011,0.558,"lat:40.5841,lon:-74.1805",1754884828,0,0,8,residential,False
data_00001887,node_000011,0.557,"lat:40.5841,lon:-74.1805",1754888428,1,0,8,residential,False
data_00001888,node_000011,0.453,"lat:40.5841,lon:-74.1805",1754892028,2,0,8,residential,False
data_00001889,node_000011,0.452,"lat:40.5841,lon:-74.1805",1754895628,3,0,8,residential,False
data_00001890,node_000011,0.423,"lat:40.5841,lon:-74.1805",1754899228,4,0,8,residential,False
data_00001891,node_000011,0.458,"lat:40.5841,lon:-74.1805",1754902828,5,0,8,residential,False
data_00001892,node_000011,0.554,"lat:40.5841,lon:-74.1805",1754906428,6,0,8,residential,False
data_00001893,node_000011,0.467,"lat:40.5841,lon:-74.1805",1754910028,7,0,8,residential,False
data_00001894,node_000011,0.425,"lat:40.5841,lon:-74.1805",1754913628,8,0,8,residential,False
data_00001895,node_000011,0.471,"lat:40.5841,lon:-74.1805",1754917228,9,0,8,residential,False
data_00001896,node_000011,0.433,"lat:40.5841,lon:-74.1805",1754920828,10,0,8,residential,False
data_00001897,node_000011,0.559,"lat:40.5841,lon:-74.1805",1754924428,11,0,8,residential,False
data_00001898,node_000011,0.414,"lat:40.5841,lon:-74.1805",1754928028,12,0,8,residential,False
data_00001899,node_000011,0.608,"lat:40.5841,lon:-74.1805",1754931628,13,0,8,residential,False
data_00001900,node_000011,0.363,"lat:40.5841,lon:-74.1805",1754935228,14,0,8,residential,False
data_00001901,node_000011,0.573,"lat:40.5841,lon:-74.1805",1754938828,15,0,8,residential,False
data_00001902,node_000011,0.407,"lat:40.5841,lon:-74.1805",1754942428,16,0,8,residential,False
data_00001903,node_000011,0.537,"lat:40.5841,lon:-74.1805",1754946028,17,0,8,residential,False
data_00001904,node_000011,3.597,"lat:40.5841,lon:-74.1805",1754949628,18,0,8,residential,False
data_00001905,node_000011,2.466,"lat:40.5841,lon:-74.1805",1754953228,19,0,8,residential,False
data_00001906,node_000011,4.252,"lat:40.5841,lon:-74.1805",1754956828,20,0,8,residential,False
data_00001907,node_000011,3.296,"lat:40.5841,lon:-74.1805",1754960428,21,0,8,residential,False
data_00001908,node_000011,0.486,"lat:40.5841,lon:-74.1805",1754964028,22,0,8,residential,False
data_00001909,node_000011,0.485,"lat:40.5841,lon:-74.1805",1754967628,23,0,8,residential,False
data_00001910,node_000011,0.467,"lat:40.5841,lon:-74.1805",1754971228,0,1,8,residential,False
data_00001911,node_000011,0.539,"lat:40.5841,lon:-74.1805",1754974828,1,1,8,residential,False
data_00001912,node_000011,0.45,"lat:40.5841,lon:-74.1805",1754978428,2,1,8,residential,False
data_00001913,node_000011,0.439,"lat:40.5841,lon:-74.1805",1754982028,3,1,8,residential,False
data_00001914,node_000011,0.428,"lat:40.5841,lon:-74.1805",1754985628,4,1,8,residential,False
data_00001915,node_000011,0.561,"lat:40.5841,lon:-74.1805",1754989228,5,1,8,residential,False
data_00001916,node_000011,0.431,"lat:40.5841,lon:-74.1805",1754992828,6,1,8,residential,False
data_00001917,node_000011,0.546,"lat:40.5841,lon:-74.1805",1754996428,7,1,8,residential,False
data_00001918,node_000011,0.462,"lat:40.5841,lon:-74.1805",1755000028,8,1,8,residential,False
data_00001919,node_000011,0.518,"lat:40.5841,lon:-74.1805",1755003628,9,1,8,residential,False
data_00001920,node_000011,0.465,"lat:40.5841,lon:-74.1805",1755007228,10,1,8,residential,False
data_00001921,node_000011,0.464,"lat:40.5841,lon:-74.1805",1755010828,11,1,8,residential,False
data_00001922,node_000011,0.494,"lat:40.5841,lon:-74.1805",1755014428,12,1,8,residential,False
data_00001923,node_000011,0.479,"lat:40.5841,lon:-74.1805",1755018028,13,1,8,residential,False
data_00001924,node_000011,0.604,"lat:40.5841,lon:-74.1805",1755021628,14,1,8,residential,False
data_00001925,node_000011,0.41,"lat:40.5841,lon:-74.1805",1755025228,15,1,8,residential,False
data_00001926,node_000011,0.569,"lat:40.5841,lon:-74.1805",1755028828,16,1,8,residential,False
data_00001927,node_000011,0.561,"lat:40.5841,lon:-74.1805",1755032428,17,1,8,residential,False
data_00001928,node_000011,10.188,"lat:40.5841,lon:-74.1805",1755036028,18,1,8,residential,True
data_00001929,node_000011,2.681,"lat:40.5841,lon:-74.1805",1755039628,19,1,8,residential,False
data_00001930,node_000011,3.23,"lat:40.5841,lon:-74.1805",1755043228,20,1,8,residential,False
